,mer_id,loc_id,mer_loc_records,popularity,openning_date,last_purchase_date,average_purchase_interval
48,5223,162,77,0.03045886075949367,20150703,20151130,1.948051948051948
49,2641,402,1267,0.3787742899850523,20150703,20151130,0.11838989739542226
50,8758,69,82,0.009032826613791584,20150703,20151121,1.7195121951219512
51,4565,19,221,0.29506008010680906,20150703,20151130,0.6787330316742082
52,2455,125,79,0.007057352152939075,20150703,20151130,1.8987341772151898
53,7184,355,7,0.0013616028010114763,20150703,20151123,20.428571428571427
54,4565,437,199,0.031921719602181584,20150703,20151130,0.7537688442211056
55,5231,77,620,0.9212481426448736,20150703,20151130,0.24193548387096775
56,7786,410,140,0.026134030240806422,20150703,20151126,1.042857142857143
57,8758,192,57,0.01813553929366847,20150703,20151130,2.6315789473684212
58,9921,461,422,0.026846491507093326,20150703,20151126,0.3459715639810427
59,4269,349,246,0.128125,20150703,20151130,0.6097560975609756
60,5231,146,369,0.11434769135419895,20150703,20151130,0.4065040650406504
61,8374,132,61,0.011897795982055783,20150703,20151127,2.4098360655737703
62,5074,178,107,0.024401368301026224,20150703,20151118,1.2897196261682242
63,3090,129,556,0.050435413642960815,20150703,20151130,0.2697841726618705
64,8758,88,124,0.012209531311539977,20150703,20151130,1.2096774193548387
65,3869,178,86,0.019612314709236033,20150703,20151127,1.7093023255813953
66,6045,157,126,0.28442437923250563,20150704,20151128,1.1666666666666667
67,4565,249,144,0.035337423312883434,20150704,20151130,1.0347222222222223
68,8758,308,77,0.008712378366146186,20150704,20151130,1.9350649350649352
69,7926,132,11,0.0021455041934854693,20150704,20150827,4.909090909090909
70,5231,199,211,0.5910364145658263,20150704,20151130,0.7061611374407583
71,7830,172,279,0.007057573611251644,20150704,20151130,0.5340501792114696
72,6900,249,1488,0.3651533742331288,20150704,20151130,0.10013440860215053
73,4074,76,77,0.005602444703143189,20150704,20151124,1.8571428571428572
74,4565,378,53,0.013841734134238705,20150704,20151130,2.811320754716981
75,4565,410,353,0.06589509053574762,20150704,20151130,0.42209631728045327
76,2641,95,690,0.5235204855842185,20150704,20151130,0.21594202898550724
77,8758,407,76,0.1442125237191651,20150704,20151128,1.9342105263157894
78,8758,163,100,0.04325259515570934,20150704,20151113,1.32
79,4565,114,369,0.05727145739562316,20150704,20151130,0.4037940379403794
80,2641,40,94,0.040763226366001735,20150704,20151130,1.5851063829787233
81,8628,239,308,0.0653927813163482,20150704,20151130,0.4837662337662338
82,508,254,443,0.031458599630734274,20150704,20151121,0.3160270880361174
83,7383,410,27,0.005040134403584096,20150704,20151115,4.962962962962963
84,2156,146,217,0.06724511930585683,20150704,20151130,0.6866359447004609
85,7184,341,125,0.04051863857374392,20150704,20151129,1.184
86,484,164,144,0.15157894736842106,20150705,20151130,1.0277777777777777
87,2641,383,205,0.25851197982345525,20150705,20151130,0.7219512195121951
88,2641,114,480,0.07449945677479435,20150705,20151130,0.30833333333333335
89,8758,17,62,0.005749258160237389,20150705,20151127,2.338709677419355
90,216,260,49,1.0,20150705,20151128,2.979591836734694
91,521,72,28,0.010192937750273025,20150705,20151014,3.607142857142857
92,2951,91,953,0.03574509583286448,20150705,20151130,0.155299055613851
93,3561,162,17,0.006724683544303798,20150705,20151120,8.117647058823529
94,7126,277,22,0.007260726072607261,20150705,20151124,6.454545454545454
95,4541,360,78,0.0058374494836102376,20150705,20151129,1.8846153846153846
96,8696,76,1467,0.10673748544819557,20150706,20151130,0.10020449897750511
97,2598,88,11,0.0010831035840882237,20150706,20151128,13.181818181818182
98,216,88,168,0.01654194564789287,20150706,20151130,0.875
99,8233,157,38,0.08577878103837472,20150706,20151127,3.789473684210526
100,301,88,335,0.032985427333595906,20150706,20151130,0.4388059701492537
101,5009,350,2,0.013986013986013986,20150706,20150706,0.0
102,115,437,2621,0.4204363169714469,20150706,20151130,0.056085463563525374
103,5921,88,2,0.00019692792437967703,20150706,20150706,0.0
104,2156,91,262,0.009827088256254455,20150706,20151130,0.5610687022900763
105,6414,63,34,0.004421901417609572,20150706,20151129,4.294117647058823
106,5162,341,467,0.15137763371150728,20150706,20151130,0.3147751605995717
107,8788,88,101,0.00994486018117369,20150706,20151130,1.4554455445544554
108,510,49,31,0.006520824568784182,20150706,20151126,4.612903225806452
109,455,213,110,0.015873015873015872,20150706,20151129,1.3272727272727274
110,511,355,65,0.012643454580820852,20150706,20151127,2.2153846153846155
111,5557,453,3,0.015,20150706,20151125,47.333333333333336
112,5185,195,301,0.6105476673427992,20150706,20151130,0.4883720930232558
113,115,84,2267,0.08910463013914001,20150706,20151130,0.06484340538156154
114,4779,88,83,0.008172508861756597,20150706,20151130,1.7710843373493976
115,3775,186,31,0.03232533889468196,20150706,20151130,4.741935483870968
116,2255,88,46,0.004529342260732572,20150706,20151129,3.1739130434782608
117,7184,52,26,0.002029189104815422,20150706,20151127,5.538461538461538
118,2723,88,39,0.0038400945254037024,20150706,20151128,3.717948717948718
119,3070,62,286,0.5088967971530249,20150706,20151130,0.513986013986014
120,5786,88,43,0.004233950374163057,20150706,20151129,3.395348837209302
121,1682,268,146,0.039448797622264255,20150707,20151130,1.0
122,1466,272,116,0.00550128047045433,20150707,20151109,1.0775862068965518
123,6285,164,124,0.13052631578947368,20150707,20151130,1.1774193548387097
124,8312,216,4,0.000279876854184159,20150707,20150823,11.75
125,521,308,2,0.00022629554197782303,20150707,20150907,31.0
126,2224,360,6,0.000449034575662326,20150707,20150731,4.0
127,1789,216,10,0.0006996921354603975,20150707,20150820,4.4
128,9293,272,773,0.03665939485914825,20150707,20151130,0.1888745148771022
129,4393,268,18,0.004863550391786004,20150707,20151130,8.11111111111111
130,111,216,58,0.004058214385670305,20150707,20151127,2.4655172413793105
131,5718,6,116,0.002189340178166994,20150707,20151130,1.2586206896551724
132,1604,268,107,0.02891110510672791,20150707,20151130,1.3644859813084111
133,2246,470,350,0.05778438170711574,20150707,20151130,0.41714285714285715
134,8184,216,189,0.01322418136020151,20150707,20150918,0.3862433862433862
135,8271,17,771,0.07149480712166172,20150707,20151130,0.1893644617380026
136,4361,88,76,0.007483261126427727,20150707,20151130,1.9210526315789473
137,4895,6,71,0.0013400271780160049,20150707,20151128,2.028169014084507
138,1318,197,1,5.206977349648529e-05,20150707,20150707,0.0
139,7558,63,7,0.0009103914683313824,20150707,20151003,12.571428571428571
140,4565,326,332,0.23646723646723647,20150707,20151130,0.4397590361445783
141,3853,17,2,0.000185459940652819,20150707,20150712,2.5
142,3875,364,17,0.024216524216524215,20150707,20151120,8.0
143,4269,318,8,0.013136288998357963,20150707,20150725,2.25
144,8837,410,194,0.036214299047974616,20150707,20151129,0.7474226804123711
145,4618,330,20,0.0015941335883947075,20150707,20151127,7.15
146,4833,346,3,0.00028609574670989893,20150707,20150709,0.6666666666666666
147,5088,346,29,0.0027655922181956897,20150707,20151130,5.0344827586206895
148,3461,308,2,0.00022629554197782303,20150707,20150715,4.0
149,195,132,27,0.0052662375658279695,20150708,20151130,5.37037037037037
150,8200,372,614,0.06531914893617022,20150708,20151130,0.23615635179153094
151,9355,162,720,0.2848101265822785,20150708,20151130,0.2013888888888889
152,5629,474,1469,0.311558854718982,20150708,20151130,0.0987066031313819
153,8837,308,263,0.02975786377008373,20150708,20151129,0.5475285171102662
154,4828,265,139,0.022895733816504695,20150708,20151130,1.0431654676258992
155,3090,410,85,0.015867089789061043,20150708,20151130,1.7058823529411764
156,4269,446,48,0.005488850771869639,20150708,20151130,3.0208333333333335
157,7947,169,56,0.3076923076923077,20150708,20151127,2.5357142857142856
158,4565,402,516,0.15426008968609867,20150708,20151130,0.2810077519379845
159,275,62,44,0.07829181494661921,20150708,20151130,3.2954545454545454
160,8457,114,137,0.021263386621139222,20150708,20151129,1.051094890510949
161,9216,76,730,0.05311408614668219,20150708,20151130,0.19863013698630136
162,8564,442,341,0.1996487119437939,20150708,20151123,0.4046920821114369
163,5881,490,14,0.003955919751342187,20150708,20151013,6.928571428571429
164,9193,216,12,0.0008396305625524769,20150708,20150919,6.083333333333333
165,980,182,175,0.10548523206751055,20150708,20151129,0.8228571428571428
166,460,216,28,0.0019591379792891126,20150708,20151129,5.142857142857143
167,4551,348,19,0.000770728541294824,20150708,20150920,3.8947368421052633
168,1989,52,880,0.06868024662452198,20150708,20151130,0.16477272727272727
169,8091,254,214,0.015196705013492401,20150708,20151130,0.677570093457944
170,1283,33,40,0.0030821390044691015,20150708,20150917,1.775
171,890,254,836,0.05936656724897032,20150708,20151120,0.16148325358851676
172,4655,164,25,0.02631578947368421,20150708,20150828,2.04
173,216,327,49,0.12436548223350254,20150708,20151120,2.7551020408163267
174,7386,192,36,0.01145402481705377,20150708,20151116,3.638888888888889
175,4688,48,62,0.10634648370497427,20150708,20151129,2.3225806451612905
176,8803,164,114,0.12,20150708,20151130,1.2719298245614035
177,9472,272,98,0.0046476335009010715,20150708,20151128,1.4591836734693877
178,8946,360,521,0.03899116898667864,20150709,20151129,0.2744721689059501
179,292,192,334,0.10626789691377665,20150709,20151130,0.4311377245508982
180,3344,178,13,0.0029646522234891676,20150709,20151116,10.0
181,9616,470,127,0.020967475648010565,20150709,20151130,1.1338582677165354
182,1630,410,23,0.004293447825275341,20150709,20151115,5.608695652173913
183,5735,337,30,0.0012005762766127742,20150709,20150920,2.433333333333333
184,1067,461,33,0.002099370188943317,20150709,20151130,4.363636363636363
185,7892,52,189,0.014750643877312106,20150709,20151130,0.7619047619047619
186,8758,72,54,0.019657808518383692,20150709,20151129,2.6481481481481484
187,8008,216,547,0.03827315980968374,20150709,20151130,0.263254113345521
188,5140,410,55,0.01026694045174538,20150709,20151022,1.9090909090909092
189,3505,429,11,0.008507347254447023,20150709,20151112,11.454545454545455
190,7769,348,247,0.01001947103683271,20150709,20151130,0.582995951417004
191,195,249,90,0.022085889570552148,20150709,20151130,1.6
192,7667,129,641,0.05814586357039187,20150709,20151130,0.22464898595943839
193,8758,442,38,0.02224824355971897,20150709,20151130,3.789473684210526
194,9323,355,13,0.0025286909161641702,20150709,20151021,8.0
195,8230,52,162,0.01264340903769609,20150709,20151129,0.8827160493827161
196,3096,360,57,0.004265828468792097,20150709,20151129,2.508771929824561
197,7682,188,846,0.047737275702516645,20150709,20151130,0.1702127659574468
198,8740,182,70,0.04219409282700422,20150709,20151130,2.057142857142857
199,7682,330,309,0.02462936394069823,20150709,20151130,0.46601941747572817
200,3733,149,79,0.0684575389948007,20150709,20151128,1.7974683544303798
201,1636,129,184,0.016690856313497822,20150709,20151130,0.782608695652174
202,2518,372,47,0.005,20150709,20151126,2.978723404255319
203,7737,454,34,0.004518872939925572,20150709,20151121,3.9705882352941178
204,5729,185,144,0.36455696202531646,20150709,20151130,1.0
205,5251,88,148,0.0145726664040961,20150709,20151130,0.972972972972973
206,1738,360,593,0.044379583894626554,20150709,20151130,0.24283305227655985
207,7682,404,637,0.09250653499854777,20150710,20151130,0.22448979591836735
208,6922,216,2475,0.17317380352644837,20150710,20151130,0.057777777777777775
209,31,114,182,0.02824771069377619,20150710,20151130,0.7857142857142857
210,4433,348,34,0.0013791984423170533,20150710,20151129,4.176470588235294
211,856,17,2,0.000185459940652819,20150710,20150722,6.0
212,6613,132,431,0.08406475521747611,20150710,20151130,0.33178654292343385
213,7682,155,766,0.16444826105624732,20150710,20151130,0.1866840731070496
214,3824,482,612,0.18738518064911205,20150710,20151130,0.23366013071895425
215,7682,480,788,0.07356922789655494,20150710,20151130,0.1814720812182741
216,6443,172,6,0.00015177577658605687,20150710,20150806,4.5
217,9928,480,4,0.0003734478573429185,20150710,20150830,12.75
218,3077,40,190,0.0823937554206418,20150710,20151120,0.7
219,6896,82,12,0.004119464469618949,20150710,20150815,3.0
220,4775,372,485,0.05159574468085106,20150710,20151130,0.2948453608247423
221,5901,172,8,0.0002023677021147425,20150710,20151121,16.75
222,7682,44,608,0.20232945091514143,20150710,20151130,0.23519736842105263
223,4474,348,105,0.004259289307155606,20150710,20151130,1.361904761904762
224,1194,490,26,0.00734670810963549,20150710,20151109,4.6923076923076925
225,9516,76,282,0.020518044237485447,20150710,20151129,0.5035460992907801
226,1004,410,13,0.0024267313795034535,20150710,20151001,6.384615384615385
227,7682,14,83,0.45108695652173914,20150710,20151130,1.7228915662650603
228,1014,132,654,0.12755997659449972,20150710,20151130,0.21865443425076453
229,528,358,59,0.037247474747474744,20150710,20151129,2.406779661016949
230,8802,490,8,0.0022605255721955355,20150710,20151119,16.5
231,4398,44,363,0.12079866888519135,20150710,20151130,0.3939393939393939
232,1693,364,62,0.08831908831908832,20150710,20151129,2.2903225806451615
233,463,72,275,0.10010921004732436,20150710,20151130,0.52
234,1969,149,275,0.23830155979202772,20150710,20151129,0.5163636363636364
235,2163,239,215,0.045647558386411886,20150711,20151129,0.6558139534883721
236,4565,322,109,0.016418135261334538,20150711,20151130,1.3027522935779816
237,2982,362,83,0.03534923339011925,20150711,20151130,1.7108433734939759
238,1482,72,453,0.1649071714597743,20150711,20151130,0.31346578366445915
239,4565,95,487,0.36949924127465855,20150711,20151130,0.2915811088295688
240,9702,348,12,0.00048677592081778357,20150711,20151120,11.0
241,7891,67,14,0.012216404886561954,20150711,20151101,8.071428571428571
242,408,125,130,0.011613364302304805,20150711,20151126,1.0615384615384615
243,215,360,81,0.006061966771441401,20150711,20151130,1.7530864197530864
244,2049,437,7,0.001122874558870709,20150711,20150818,5.428571428571429
245,7682,159,123,0.09276018099547512,20150711,20151130,1.1544715447154472
246,1665,348,36,0.0014603277624533507,20150711,20151127,3.861111111111111
247,5350,178,28,0.0063854047890535915,20150711,20151116,4.571428571428571
248,991,368,4,0.0007651109410864575,20150711,20150728,4.25
249,7682,372,369,0.03925531914893617,20150711,20151130,0.38482384823848237
250,6439,368,4,0.0007651109410864575,20150711,20150807,6.75
251,3510,25,8,0.0008719346049046321,20150711,20151128,17.5
252,8707,163,10,0.004325259515570935,20150711,20151128,14.0
253,2579,308,118,0.013351436976691559,20150711,20151130,1.2033898305084745
254,4944,138,21,0.00029196268438833815,20150711,20151019,4.761904761904762
255,7682,84,582,0.022875560097476613,20150711,20151130,0.24398625429553264
256,417,495,255,0.22707034728406056,20150711,20151130,0.5568627450980392
257,4485,172,56,0.0014165739148031974,20150711,20151125,2.4464285714285716
258,229,340,44,0.0028045127159156097,20150711,20151124,3.090909090909091
259,7718,138,46,0.0006395373086601694,20150711,20151129,3.0652173913043477
260,7288,7,31,0.16939890710382513,20150711,20151129,4.548387096774194
261,5520,216,18,0.0012594458438287153,20150711,20151124,7.555555555555555
262,4207,82,16,0.0054926192928252664,20150711,20151121,8.3125
263,1855,340,466,0.029702339218560775,20150711,20151130,0.30472103004291845
264,4073,360,289,0.021628498727735368,20150711,20151130,0.4913494809688581
265,8327,253,23,0.01592797783933518,20150711,20151124,5.913043478260869
266,7667,480,546,0.05097563252730838,20150711,20151130,0.2600732600732601
267,4828,340,252,0.01606220919115304,20150711,20151130,0.5634920634920635
268,7682,360,144,0.010776829815895825,20150711,20151130,0.9861111111111112
269,9702,78,10,0.0009665571235260004,20150711,20151130,14.2
270,165,360,17,0.001272264631043257,20150711,20151125,8.058823529411764
271,7682,69,775,0.08537122714254242,20150711,20151130,0.1832258064516129
272,1673,33,1022,0.07874865156418555,20150711,20151116,0.12524461839530332
273,4565,133,38,0.06608695652173913,20150711,20151130,3.736842105263158
274,6459,91,74,0.0027755898128352277,20150712,20151128,1.8783783783783783
275,829,49,254,0.053428691628102654,20150712,20151128,0.547244094488189
276,7667,138,1046,0.014542522279533416,20150712,20151130,0.13479923518164436
277,1023,190,170,0.0096045197740113,20150712,20151011,0.5352941176470588
278,136,272,153,0.007255999241202694,20150712,20151130,0.9215686274509803
279,8144,262,628,0.03676814988290398,20150712,20151130,0.22452229299363058
280,8026,76,100,0.007275902211874272,20150712,20151129,1.4
281,4565,159,53,0.03996983408748114,20150712,20151130,2.660377358490566
282,3058,114,7,0.0010864504112990843,20150712,20150801,2.857142857142857
283,3373,183,1,0.0005878894767783657,20150712,20150712,0.0
284,104,88,65,0.006400157542339504,20150712,20151129,2.1538461538461537
285,9536,262,1527,0.08940281030444965,20150712,20151130,0.09233791748526522
286,7682,76,2525,0.18371653084982537,20150712,20151130,0.05584158415841584
287,557,114,62,0.009622846500077603,20150712,20151130,2.274193548387097
288,4915,262,422,0.024707259953161594,20150712,20151130,0.3341232227488152
289,8729,57,14,0.002006305531670966,20150712,20151110,8.642857142857142
290,4450,132,150,0.029256875365710942,20150712,20151130,0.94
291,5671,6,22,0.0004152196889627057,20150712,20151129,6.363636363636363
292,7576,254,36,0.0025564550489987218,20150712,20151128,3.861111111111111
293,8630,110,219,0.8295454545454546,20150712,20151129,0.639269406392694
294,292,308,123,0.013917175831636116,20150713,20151129,1.1300813008130082
295,5034,82,105,0.03604531410916581,20150713,20151128,1.3142857142857143
296,9138,490,35,0.009889799378355468,20150713,20151130,4.0
297,2062,308,9,0.0010183299389002036,20150713,20150915,7.111111111111111
298,2209,206,23,0.19491525423728814,20150713,20151011,3.9130434782608696
299,151,339,150,0.019280205655526992,20150713,20151130,0.9333333333333333
300,4384,162,4,0.0015822784810126582,20150713,20150912,15.25
301,7997,119,39,0.03409090909090909,20150713,20151130,3.58974358974359
302,3319,239,99,0.021019108280254776,20150713,20151130,1.4141414141414141
303,1404,197,420,0.02186930486852382,20150713,20151130,0.3333333333333333
304,487,253,44,0.030470914127423823,20150713,20151130,3.1818181818181817
305,5419,85,27,0.022149302707136997,20150713,20151127,5.074074074074074
306,2952,480,15,0.0014004294650359443,20150713,20151124,8.933333333333334
307,937,33,17,0.0013099090768993681,20150713,20151121,7.705882352941177
308,7667,437,258,0.04138594802694899,20150713,20151130,0.5426356589147286
309,4760,114,213,0.033059133943814996,20150713,20151129,0.6525821596244131
310,7667,188,1182,0.06669676108791332,20150713,20151130,0.11844331641285956
311,9279,82,16,0.0054926192928252664,20150713,20150812,1.875
312,1498,17,1,9.27299703264095e-05,20150713,20150713,0.0
313,4936,246,236,0.05246776345042241,20150713,20151130,0.5932203389830508
314,6039,265,17,0.0028001976610113654,20150713,20151021,5.882352941176471
315,4531,172,71,0.0017960133562683396,20150713,20151124,1.8873239436619718
316,469,65,18,0.015873015873015872,20150713,20151120,7.222222222222222
317,5012,65,28,0.024691358024691357,20150713,20151130,5.0
318,5915,442,9,0.005269320843091335,20150713,20150922,7.888888888888889
319,2,441,70,0.0028363047001620746,20150713,20151129,1.9857142857142858
320,8524,174,189,0.10962877030162413,20150713,20151130,0.7407407407407407
321,7144,213,631,0.09105339105339105,20150713,20151130,0.2218700475435816
322,363,262,178,0.010421545667447307,20150713,20151130,0.7865168539325843
323,531,262,213,0.01247072599531616,20150713,20151130,0.6572769953051644
324,5714,138,1091,0.015168156603222712,20150713,20151130,0.12832263978001834
325,2845,216,35,0.002448922474111391,20150713,20151120,3.7142857142857144
326,3169,337,99,0.003961901712822155,20150713,20150916,0.6565656565656566
327,3680,162,15,0.005933544303797469,20150713,20151106,7.733333333333333
328,8678,355,35,0.006808014005057382,20150714,20150920,1.9428571428571428
329,7127,125,308,0.027514740039306772,20150714,20151116,0.40584415584415584
330,7667,446,571,0.06529445397369926,20150714,20151130,0.2434325744308231
331,3702,474,202,0.04284199363732768,20150714,20151130,0.6881188118811881
332,9250,25,736,0.08021798365122616,20150714,20151130,0.18885869565217392
333,446,172,342,0.008651219265405241,20150714,20151130,0.4064327485380117
334,7682,114,411,0.06379015986341766,20150714,20151130,0.3381995133819951
335,4565,446,155,0.017724413950829045,20150714,20151129,0.8903225806451613
336,433,410,139,0.025947358596229233,20150714,20151130,1.0
337,3739,441,24,0.0009724473257698541,20150714,20151031,4.541666666666667
338,4435,372,295,0.03138297872340425,20150714,20151130,0.4711864406779661
339,6327,112,7,0.0008461259518916959,20150714,20150923,10.142857142857142
340,7682,284,239,0.4178321678321678,20150714,20151129,0.5774058577405857
341,3916,84,51,0.002004559389985064,20150714,20150826,0.8431372549019608
342,7397,178,17,0.003876852907639681,20150714,20151126,7.9411764705882355
343,8587,20,8,0.030418250950570342,20150714,20150930,9.75
344,8735,272,35,0.0016598691074646685,20150714,20151123,3.7714285714285714
345,9399,172,3,7.588788829302844e-05,20150714,20150803,6.666666666666667
346,6914,178,1,0.00022805017103762827,20150714,20150714,0.0
347,1978,84,1485,0.05836805282603569,20150714,20151130,0.0936026936026936
348,2733,32,66,0.01776103336921421,20150714,20151130,2.106060606060606
349,9884,82,40,0.013731548232063165,20150714,20151130,3.475
350,970,245,10,0.005120327700972862,20150714,20150913,6.1
351,262,164,27,0.028421052631578948,20150714,20151130,5.148148148148148
352,1570,138,247,0.003434037287805692,20150714,20151129,0.5587044534412956
353,900,268,22,0.005944339367738449,20150714,20151116,5.681818181818182
354,3658,82,4,0.0013731548232063166,20150714,20150716,0.5
355,5785,56,9,0.005438066465256798,20150714,20150801,2.0
356,7682,60,123,0.011648830381664931,20150714,20151130,1.1300813008130082
357,9180,480,89,0.008309214825879936,20150714,20151130,1.5617977528089888
358,8787,441,1579,0.06397893030794165,20150714,20151130,0.08803039898670044
359,5231,88,1364,0.13430484442693974,20150715,20151130,0.10117302052785923
360,517,37,43,0.16165413533834586,20150715,20151129,3.186046511627907
361,7302,254,6,0.00042607584149978694,20150715,20150815,5.166666666666667
362,3660,254,97,0.006888226104246556,20150715,20151130,1.422680412371134
363,5914,216,31,0.002169045619927232,20150715,20151127,4.354838709677419
364,3921,178,41,0.009350057012542759,20150715,20151120,3.1219512195121952
365,9830,52,63,0.004916881292437368,20150715,20151128,2.1587301587301586
366,4401,178,24,0.005473204104903079,20150715,20151117,5.208333333333333
367,5999,88,471,0.04637652619141394,20150715,20151130,0.2929936305732484
368,1880,84,29,0.0011398474962660168,20150715,20151127,4.655172413793103
369,2904,272,44,0.0020866925922412975,20150715,20151130,3.1363636363636362
370,584,119,95,0.08304195804195805,20150715,20151130,1.4526315789473685
371,4718,441,411,0.01665316045380875,20150715,20151130,0.3357664233576642
372,7682,133,141,0.24521739130434783,20150715,20151130,0.9787234042553191
373,9787,6,6,0.0001132417333534652,20150715,20150812,4.666666666666667
374,4686,330,62,0.004941814124023594,20150715,20151130,2.225806451612903
375,805,277,29,0.00957095709570957,20150715,20151128,4.689655172413793
376,8227,88,10,0.0009846396218983853,20150715,20151105,11.3
377,2421,498,30,0.6818181818181818,20150715,20151117,4.166666666666667
378,7539,346,186,0.017737936296013734,20150715,20151130,0.7419354838709677
379,9727,164,21,0.022105263157894735,20150715,20150806,1.0476190476190477
380,559,333,47,0.021589343132751494,20150715,20151114,2.595744680851064
381,9966,360,13,0.000972908247268373,20150715,20151005,6.3076923076923075
382,1978,322,167,0.0251543907214942,20150715,20151130,0.8263473053892215
383,2644,84,128,0.005031051018001729,20150715,20151130,1.078125
384,5915,69,52,0.005728133950209297,20150715,20151129,2.6346153846153846
385,654,330,158,0.012593655348318189,20150715,20151130,0.8734177215189873
386,1705,254,28,0.0019883539269990058,20150716,20151121,4.571428571428571
387,4226,76,126,0.009167636786961583,20150716,20151128,1.0714285714285714
388,6302,348,25,0.0010141165017037157,20150716,20151127,5.36
389,9165,132,26,0.005071191730056563,20150716,20151129,5.230769230769231
390,28,69,18,0.0019828155981493722,20150716,20150917,3.5
391,28,407,54,0.10246679316888045,20150716,20151111,2.185185185185185
392,6115,213,9,0.0012987012987012987,20150716,20151018,10.444444444444445
393,8603,63,564,0.07335154116269996,20150716,20151130,0.2429078014184397
394,3377,33,263,0.020265063954384342,20150716,20151130,0.5209125475285171
395,55,407,36,0.0683111954459203,20150716,20151129,3.7777777777777777
396,7682,34,108,0.0445360824742268,20150716,20151129,1.2592592592592593
